state_fips_code,chsi_state_name,county_fips_code,chsi_county_name,chsi_state_abbr,strata_id_number,strata_determining_factors,number_counties,population_size,poverty,age_19_under,age_19_64,age_65_84,age_85_and_over,white,black,native_american,asian,hispanic
27,Minnesota,83,Lyon,MN,57,"frontier status, population size, poverty, age, population density",42,24472,8.7,25.2,60.4,11.4,3.0,96.1,0.9,0.4,2.2,4.1
27,Minnesota,85,McLeod,MN,27,"frontier status, population size, poverty, age",25,36636,6.1,26.1,60.0,11.4,2.5,98.1,0.3,0.2,0.8,4.3
27,Minnesota,87,Mahnomen,MN,43,"frontier status, population size, poverty, age",57,5113,15.1,28.1,54.2,13.9,3.7,63.2,0.2,29.4,0.2,2.2
27,Minnesota,89,Marshall,MN,82,"frontier status, population size, poverty, age",37,9965,8.5,22.7,58.2,15.6,3.5,98.9,0.1,0.4,0.3,3.8
27,Minnesota,91,Martin,MN,55,"frontier status, population size, poverty, age, population density",47,21002,9.8,22.9,56.9,16.0,4.2,98.6,0.4,0.2,0.6,2.6
27,Minnesota,93,Meeker,MN,57,"frontier status, population size, poverty, age, population density",42,23371,7.7,24.7,59.0,13.3,3.0,98.8,0.3,0.2,0.5,2.8
27,Minnesota,95,Mille Lacs,MN,40,"frontier status, population size, poverty, age",62,25680,8.7,24.2,60.8,12.5,2.5,93.7,0.4,4.7,0.3,1.4
27,Minnesota,97,Morrison,MN,31,"frontier status, population size, poverty, age",22,32788,9.4,25.4,59.4,12.6,2.6,98.6,0.3,0.3,0.3,0.8
27,Minnesota,99,Mower,MN,26,"frontier status, population size, poverty, age",40,38799,9.2,25.1,56.4,14.5,4.0,96.1,1.3,0.3,1.5,6.6
27,Minnesota,101,Murray,MN,56,"frontier status, population size, poverty, age, population density",39,8852,7.5,22.1,56.3,17.2,4.3,98.9,0.2,0.3,0.3,2.2
27,Minnesota,103,Nicollet,MN,25,"frontier status, population size, poverty, age",21,30848,7.5,25.2,63.4,9.5,1.9,96.5,1.5,0.2,1.3,2.3
27,Minnesota,105,Nobles,MN,55,"frontier status, population size, poverty, age, population density",47,20508,9.7,26.3,57.1,13.1,3.6,93.5,1.4,0.6,4.0,14.5
27,Minnesota,107,Norman,MN,43,"frontier status, population size, poverty, age",57,7003,9.8,23.3,56.2,17.2,3.3,95.7,0.2,2.5,0.5,3.3
27,Minnesota,109,Olmsted,MN,12,"frontier status, population size, poverty, age",57,135189,6.8,26.0,62.4,9.6,1.9,89.9,3.6,0.3,5.2,2.7
27,Minnesota,111,Otter Tail,MN,21,"frontier status, population size, poverty, age",44,57658,9.6,22.8,58.0,15.8,3.3,98.1,0.4,0.5,0.5,1.8
27,Minnesota,113,Pennington,MN,40,"frontier status, population size, poverty, age",62,13608,9.5,24.3,60.3,12.4,3.0,96.7,0.4,1.4,0.9,1.8
27,Minnesota,115,Pine,MN,40,"frontier status, population size, poverty, age",62,28485,10.7,22.6,61.8,13.2,2.3,94.7,1.6,2.7,0.4,1.8
27,Minnesota,117,Pipestone,MN,56,"frontier status, population size, poverty, age, population density",39,9421,8.8,23.6,54.5,17.2,4.7,97.1,0.2,1.5,0.7,1.0
27,Minnesota,119,Polk,MN,31,"frontier status, population size, poverty, age",22,31133,10.7,24.3,59.1,13.4,3.2,96.5,0.6,1.3,0.6,4.5
27,Minnesota,121,Pope,MN,40,"frontier status, population size, poverty, age",62,11252,8.3,22.1,57.4,16.9,3.6,99.0,0.3,0.2,0.4,0.7
27,Minnesota,123,Ramsey,MN,4,"frontier status, population size, poverty",25,494920,10.7,26.3,61.3,10.2,2.2,78.3,9.3,0.9,9.1,5.7
27,Minnesota,125,Red Lake,MN,40,"frontier status, population size, poverty, age",62,4317,9.0,22.5,59.1,14.8,3.7,98.1,0.2,1.5,0.1,0.9
27,Minnesota,127,Redwood,MN,56,"frontier status, population size, poverty, age, population density",39,16022,8.4,24.7,55.5,15.3,4.4,93.4,0.3,3.8,1.9,1.0
27,Minnesota,129,Renville,MN,40,"frontier status, population size, poverty, age",62,16764,9.0,24.9,56.5,14.8,3.8,98.6,0.1,0.8,0.3,6.4
27,Minnesota,131,Rice,MN,17,"frontier status, population size, poverty, age",32,60949,7.2,25.2,63.4,9.7,1.7,95.2,1.7,0.5,1.7,6.9
27,Minnesota,133,Rock,MN,56,"frontier status, population size, poverty, age, population density",39,9520,7.6,24.4,56.8,15.1,3.7,97.7,0.8,0.5,0.9,1.4
27,Minnesota,135,Roseau,MN,38,"frontier status, population size, poverty, age",35,16495,6.4,27.3,60.4,10.0,2.3,95.6,0.2,1.8,1.9,0.5
27,Minnesota,137,St. Louis,MN,16,"frontier status, population size, poverty, age",27,197179,10.5,22.2,62.0,12.8,2.9,94.8,1.0,2.2,0.7,0.8
27,Minnesota,139,Scott,MN,46,"frontier status, population size, poverty, age, population density",26,119825,3.8,29.2,64.8,5.2,0.8,91.0,1.7,0.7,5.0,3.5
27,Minnesota,141,Sherburne,MN,45,"frontier status, population size, poverty, age, population density",38,81752,4.6,27.7,65.2,6.2,0.9,96.4,1.2,0.4,1.1,1.8
27,Minnesota,143,Sibley,MN,57,"frontier status, population size, poverty, age, population density",42,15237,8.0,25.9,57.8,13.0,3.3,98.6,0.2,0.4,0.5,5.9
27,Minnesota,145,Stearns,MN,12,"frontier status, population size, poverty, age",57,142654,8.0,25.4,63.1,9.7,1.8,95.3,1.5,0.3,1.9,1.7
27,Minnesota,147,Steele,MN,47,"frontier status, population size, poverty, age, population density",34,35755,6.8,26.3,60.8,10.8,2.2,96.3,2.2,0.1,0.8,4.4
27,Minnesota,149,Stevens,MN,54,"frontier status, population size, poverty, age, population density",38,9826,8.6,23.5,59.8,12.8,3.9,95.2,1.4,1.1,1.6,1.3
27,Minnesota,151,Swift,MN,59,"frontier status, population size, poverty, age, population density",32,11324,9.2,21.1,60.3,14.0,4.6,92.5,3.6,0.6,3.0,2.9
27,Minnesota,153,Todd,MN,43,"frontier status, population size, poverty, age",57,24603,11.3,24.8,59.1,13.4,2.7,98.0,0.2,0.7,0.5,3.4
27,Minnesota,155,Traverse,MN,58,"frontier status, population size, poverty, age, population density",48,3810,10.4,22.1,50.5,21.1,6.2,95.1,0.0,4.3,0.4,1.4
27,Minnesota,157,Wabasha,MN,57,"frontier status, population size, poverty, age, population density",42,22200,6.3,24.3,60.5,12.4,2.7,98.6,0.3,0.3,0.6,1.9
27,Minnesota,159,Wadena,MN,43,"frontier status, population size, poverty, age",57,13650,11.9,24.8,54.7,17.4,3.2,98.0,0.7,0.7,0.3,0.8
27,Minnesota,161,Waseca,MN,57,"frontier status, population size, poverty, age, population density",42,19330,8.0,24.2,62.0,11.3,2.4,96.0,2.4,0.6,0.8,3.1
27,Minnesota,163,Washington,MN,12,"frontier status, population size, poverty, age",57,220426,4.7,27.4,64.2,7.5,0.9,90.7,3.0,0.4,4.3,2.5
27,Minnesota,165,Watonwan,MN,40,"frontier status, population size, poverty, age",62,11234,8.8,26.9,54.5,14.9,3.7,97.6,0.6,0.4,1.1,17.8
27,Minnesota,167,Wilkin,MN,40,"frontier status, population size, poverty, age",62,6802,8.2,25.5,58.2,13.1,3.3,97.9,0.3,0.8,0.3,1.9
27,Minnesota,169,Winona,MN,25,"frontier status, population size, poverty, age",21,49276,9.7,23.5,62.9,11.1,2.4,95.7,1.0,0.3,2.4,1.2
27,Minnesota,171,Wright,MN,45,"frontier status, population size, poverty, age, population density",38,110730,4.9,28.4,63.1,7.3,1.1,96.9,0.6,0.4,1.1,1.7
27,Minnesota,173,Yellow Medicine,MN,56,"frontier status, population size, poverty, age, population density",39,10449,8.5,24.9,55.0,15.6,4.5,96.9,0.2,2.5,0.2,2.4
28,Mississippi,1,Adams,MS,53,"frontier status, population size, poverty, age, population density",27,32099,22.3,26.1,57.9,14.2,1.8,43.5,55.7,0.1,0.3,0.8
28,Mississippi,3,Alcorn,MS,50,"frontier status, population size, poverty, age, population density",27,35306,16.2,23.8,61.0,13.5,1.6,87.7,11.4,0.1,0.4,1.8
28,Mississippi,5,Amite,MS,75,"frontier status, population size, poverty, age, population density",37,13435,18.5,23.7,60.2,14.1,2.0,57.6,42.0,0.1,0.1,1.5
28,Mississippi,7,Attala,MS,71,"frontier status, population size, poverty, age, population density",33,19552,20.0,25.5,58.0,14.3,2.2,58.6,40.6,0.2,0.3,1.6
28,Mississippi,9,Benton,MS,67,"frontier status, population size, poverty, age, population density",31,7852,20.0,26.4,57.8,13.7,2.1,64.5,34.7,0.5,0.1,1.1
28,Mississippi,11,Bolivar,MS,52,"frontier status, population size, poverty, age, population density",40,38641,27.3,29.2,60.2,9.1,1.5,33.5,65.7,0.1,0.5,1.2
28,Mississippi,13,Calhoun,MS,63,"frontier status, population size, poverty, age, population density",32,14652,16.9,24.3,59.0,14.3,2.4,70.4,28.9,0.2,0.1,3.4
28,Mississippi,15,Carroll,MS,75,"frontier status, population size, poverty, age, population density",37,10397,16.1,22.3,62.8,12.8,2.1,65.5,34.3,0.0,0.2,1.0
28,Mississippi,17,Chickasaw,MS,42,"frontier status, population size, poverty, age",53,19184,17.6,28.5,58.0,11.6,1.9,57.7,41.6,0.2,0.3,2.9
28,Mississippi,19,Choctaw,MS,75,"frontier status, population size, poverty, age, population density",37,9572,21.7,25.6,58.5,13.8,2.2,68.0,31.4,0.4,0.2,0.9
28,Mississippi,21,Claiborne,MS,67,"frontier status, population size, poverty, age, population density",31,11492,25.5,29.3,59.8,9.2,1.7,15.2,84.3,0.0,0.4,0.9
28,Mississippi,23,Clarke,MS,43,"frontier status, population size, poverty, age",57,17670,18.9,25.9,58.5,13.7,1.9,66.0,33.7,0.1,0.1,0.7
28,Mississippi,25,Clay,MS,69,"frontier status, population size, poverty, age, population density",45,21223,20.6,27.5,59.1,11.8,1.6,42.4,57.2,0.0,0.2,1.0
28,Mississippi,27,Coahoma,MS,52,"frontier status, population size, poverty, age, population density",40,29002,28.3,33.5,54.9,10.2,1.4,25.6,73.3,0.0,0.6,1.2
28,Mississippi,29,Copiah,MS,51,"frontier status, population size, poverty, age, population density",33,29164,21.2,27.6,59.5,11.3,1.6,48.6,50.7,0.0,0.3,1.3
28,Mississippi,31,Covington,MS,69,"frontier status, population size, poverty, age, population density",45,20273,19.3,27.6,58.7,12.2,1.5,63.1,36.2,0.1,0.2,0.9
28,Mississippi,33,DeSoto,MS,46,"frontier status, population size, poverty, age, population density",26,137004,8.6,27.4,63.2,8.6,0.8,81.0,17.0,0.3,1.0,3.3
28,Mississippi,35,Forrest,MS,8,"frontier status, population size, poverty",54,75095,20.4,25.8,62.5,10.3,1.3,63.3,34.5,0.3,1.1,1.4
28,Mississippi,37,Franklin,MS,75,"frontier status, population size, poverty, age, population density",37,8411,19.5,24.9,59.7,13.5,1.9,63.3,36.2,0.1,0.1,0.6
28,Mississippi,39,George,MS,42,"frontier status, population size, poverty, age",53,21259,16.1,28.6,60.5,10.1,0.8,89.7,9.2,0.3,0.2,2.5
28,Mississippi,41,Greene,MS,66,"frontier status, population size, poverty, age, population density",37,13183,19.8,23.2,66.5,9.3,1.0,73.0,26.5,0.3,0.2,0.8
28,Mississippi,43,Grenada,MS,69,"frontier status, population size, poverty, age, population density",45,22861,18.5,26.3,59.3,12.8,1.7,57.1,42.0,0.2,0.5,0.7
28,Mississippi,45,Hancock,MS,33,"frontier status, population size, poverty, age",41,46711,15.7,24.1,61.0,13.6,1.3,90.6,7.0,0.6,0.8,2.3
28,Mississippi,47,Harrison,MS,6,"frontier status, population size, poverty",53,193810,16.5,27.0,61.0,11.0,1.0,72.3,22.6,0.5,2.7,2.5
28,Mississippi,49,Hinds,MS,7,"frontier status, population size, poverty",33,249345,20.5,28.7,60.6,9.4,1.4,33.3,65.2,0.1,0.6,0.9
28,Mississippi,51,Holmes,MS,68,"frontier status, population size, poverty, age, population density",34,21099,32.2,32.6,56.0,9.7,1.7,18.7,80.7,0.2,0.1,0.9
28,Mississippi,53,Humphreys,MS,68,"frontier status, population size, poverty, age, population density",34,10527,30.2,32.4,55.9,9.9,1.8,25.9,73.6,0.1,0.3,2.1
28,Mississippi,55,Issaquena,MS,86,"frontier status, population size, poverty, age",38,1909,29.0,23.9,63.9,11.1,1.2,37.3,62.4,0.0,0.0,0.5
28,Mississippi,57,Itawamba,MS,60,"frontier status, population size, poverty, age, population density",48,23359,13.7,25.2,61.0,12.6,1.2,92.8,6.6,0.1,0.2,1.1
28,Mississippi,59,Jackson,MS,6,"frontier status, population size, poverty",53,135940,15.0,26.6,61.9,10.6,0.9,74.9,21.8,0.4,1.8,2.4
28,Mississippi,61,Jasper,MS,67,"frontier status, population size, poverty, age, population density",31,18162,20.8,26.9,58.8,12.4,1.9,47.0,52.5,0.0,0.2,0.7
28,Mississippi,63,Jefferson,MS,66,"frontier status, population size, poverty, age, population density",37,9432,27.9,27.7,62.2,8.6,1.5,13.7,86.0,0.1,0.1,0.7
28,Mississippi,65,Jefferson Davis,MS,68,"frontier status, population size, poverty, age, population density",34,13158,22.9,26.7,59.1,12.0,2.2,41.6,57.8,0.1,0.2,0.9
28,Mississippi,67,Jones,MS,8,"frontier status, population size, poverty",54,66160,18.7,26.1,59.8,12.6,1.5,71.4,27.4,0.4,0.4,3.5
28,Mississippi,69,Kemper,MS,74,"frontier status, population size, poverty, age, population density",30,10246,19.9,26.0,59.5,12.2,2.3,38.8,58.8,2.1,0.1,0.9
28,Mississippi,71,Lafayette,MS,32,"frontier status, population size, poverty, age",37,40842,15.8,22.7,66.7,9.3,1.2,73.3,24.1,0.2,1.8,1.3
28,Mississippi,73,Lamar,MS,33,"frontier status, population size, poverty, age",41,44616,13.9,27.2,63.4,8.6,0.9,84.2,14.2,0.2,0.9,1.5
28,Mississippi,75,Lauderdale,MS,8,"frontier status, population size, poverty",54,77218,18.8,27.5,58.2,12.2,2.0,57.9,40.6,0.2,0.6,1.2
28,Mississippi,77,Lawrence,MS,68,"frontier status, population size, poverty, age, population density",34,13502,17.5,26.2,60.1,12.4,1.3,67.5,31.8,0.1,0.5,0.8
28,Mississippi,79,Leake,MS,76,"frontier status, population size, poverty, age, population density",38,22453,19.9,29.5,56.8,12.0,1.7,55.8,38.9,4.6,0.3,2.9
28,Mississippi,81,Lee,MS,20,"frontier status, population size, poverty, age",32,78793,14.1,27.4,60.6,10.7,1.3,72.7,25.8,0.2,0.6,1.3
28,Mississippi,83,Leflore,MS,52,"frontier status, population size, poverty, age, population density",40,36431,29.4,30.1,58.3,9.9,1.6,28.5,70.6,0.1,0.6,2.2
28,Mississippi,85,Lincoln,MS,52,"frontier status, population size, poverty, age, population density",40,33906,17.7,25.7,60.5,12.3,1.5,69.1,30.2,0.2,0.4,0.7
28,Mississippi,87,Lowndes,MS,8,"frontier status, population size, poverty",54,59895,19.2,28.2,59.8,10.4,1.6,55.3,42.9,0.2,0.7,1.1
28,Mississippi,89,Madison,MS,23,"frontier status, population size, poverty, age",37,84286,13.2,27.8,62.1,9.1,0.9,59.8,38.0,0.1,1.6,1.3
28,Mississippi,91,Marion,MS,52,"frontier status, population size, poverty, age, population density",40,25235,21.7,27.2,58.8,12.4,1.7,66.7,32.4,0.2,0.3,0.7
28,Mississippi,93,Marshall,MS,52,"frontier status, population size, poverty, age, population density",40,35659,19.1,26.6,61.9,10.4,1.0,49.6,49.6,0.2,0.1,1.5
28,Mississippi,95,Monroe,MS,33,"frontier status, population size, poverty, age",41,37704,16.3,25.4,59.7,12.9,2.0,68.4,31.0,0.1,0.2,0.9
28,Mississippi,97,Montgomery,MS,76,"frontier status, population size, poverty, age, population density",38,11829,20.8,25.8,57.1,14.5,2.6,53.7,45.8,0.1,0.3,0.9
28,Mississippi,99,Neshoba,MS,52,"frontier status, population size, poverty, age, population density",40,29905,18.6,28.7,58.3,11.4,1.7,63.6,20.5,14.4,0.4,1.5
28,Mississippi,101,Newton,MS,72,"frontier status, population size, poverty, age, population density",32,22366,16.9,27.6,57.1,13.3,2.0,65.2,30.1,4.3,0.2,1.2
28,Mississippi,103,Noxubee,MS,66,"frontier status, population size, poverty, age, population density",37,12202,26.8,30.0,57.2,11.0,1.8,28.9,70.4,0.3,0.1,1.4
28,Mississippi,105,Oktibbeha,MS,53,"frontier status, population size, poverty, age, population density",27,41247,21.4,23.1,67.3,8.5,1.0,60.2,36.2,0.2,2.8,1.1
28,Mississippi,107,Panola,MS,52,"frontier status, population size, poverty, age, population density",40,35331,20.9,28.5,59.6,10.4,1.5,51.4,48.0,0.1,0.2,1.4
28,Mississippi,109,Pearl River,MS,52,"frontier status, population size, poverty, age, population density",40,52659,18.1,26.0,61.1,11.8,1.1,85.8,12.3,0.5,0.4,1.6
28,Mississippi,111,Perry,MS,66,"frontier status, population size, poverty, age, population density",37,12160,18.3,27.6,60.3,11.0,1.1,76.0,23.2,0.3,0.2,1.2
28,Mississippi,113,Pike,MS,53,"frontier status, population size, poverty, age, population density",27,39426,22.8,28.3,57.4,12.7,1.7,49.6,49.4,0.2,0.5,0.7
28,Mississippi,115,Pontotoc,MS,39,"frontier status, population size, poverty, age",51,28208,13.2,26.1,61.3,11.1,1.6,84.7,14.6,0.3,0.1,2.8
28,Mississippi,117,Prentiss,MS,41,"frontier status, population size, poverty, age",47,25593,15.2,25.3,60.0,12.7,2.0,85.1,14.0,0.2,0.2,0.7
28,Mississippi,119,Quitman,MS,76,"frontier status, population size, poverty, age, population density",38,9512,27.3,30.5,56.7,10.8,1.9,30.5,69.0,0.1,0.2,0.6
28,Mississippi,121,Rankin,MS,12,"frontier status, population size, poverty, age",57,131841,10.4,25.1,64.7,9.3,0.9,79.8,18.6,0.2,0.9,1.7
28,Mississippi,123,Scott,MS,51,"frontier status, population size, poverty, age, population density",33,28739,16.0,28.1,59.3,10.9,1.7,59.9,38.7,0.5,0.3,6.7
28,Mississippi,125,Sharkey,MS,66,"frontier status, population size, poverty, age, population density",37,5967,29.4,30.8,57.2,10.3,1.7,29.8,69.5,0.1,0.4,1.5
28,Mississippi,127,Simpson,MS,51,"frontier status, population size, poverty, age, population density",33,27944,19.7,27.4,59.8,11.2,1.6,64.6,34.7,0.1,0.2,1.5
28,Mississippi,129,Smith,MS,67,"frontier status, population size, poverty, age, population density",31,16058,16.4,26.3,59.7,12.5,1.5,76.4,23.2,0.1,0.2,0.8
28,Mississippi,131,Stone,MS,68,"frontier status, population size, poverty, age, population density",34,14862,17.3,27.2,61.2,10.6,1.0,79.1,20.0,0.3,0.2,1.5
28,Mississippi,133,Sunflower,MS,52,"frontier status, population size, poverty, age, population density",40,32311,30.3,28.1,62.6,7.9,1.3,26.9,72.3,0.2,0.4,1.7
28,Mississippi,135,Tallahatchie,MS,67,"frontier status, population size, poverty, age, population density",31,14191,25.6,28.6,58.2,11.5,1.8,38.8,60.5,0.1,0.4,1.0
28,Mississippi,137,Tate,MS,42,"frontier status, population size, poverty, age",53,26548,15.0,27.9,60.4,10.4,1.4,68.8,30.5,0.2,0.2,1.3
28,Mississippi,139,Tippah,MS,65,"frontier status, population size, poverty, age, population density",30,21212,15.7,25.0,60.7,12.6,1.7,82.0,17.0,0.3,0.1,3.2
28,Mississippi,141,Tishomingo,MS,64,"frontier status, population size, poverty, age, population density",41,19202,13.9,22.8,59.9,15.5,1.8,95.9,3.6,0.1,0.1,2.5
28,Mississippi,143,Tunica,MS,66,"frontier status, population size, poverty, age, population density",37,10321,22.4,31.1,59.3,8.6,1.1,25.8,73.4,0.1,0.4,2.5
28,Mississippi,145,Union,MS,60,"frontier status, population size, poverty, age, population density",48,26784,12.8,25.8,60.7,11.8,1.7,83.8,15.1,0.2,0.3,2.5
28,Mississippi,147,Walthall,MS,69,"frontier status, population size, poverty, age, population density",45,15460,22.3,27.2,58.1,12.8,1.9,55.1,44.3,0.1,0.2,1.2
28,Mississippi,149,Warren,MS,33,"frontier status, population size, poverty, age",41,49131,17.6,28.4,59.9,10.3,1.4,52.5,46.0,0.2,0.7,1.2
28,Mississippi,151,Washington,MS,8,"frontier status, population size, poverty",54,59220,28.4,31.0,57.6,10.0,1.4,31.7,67.2,0.1,0.7,1.1
28,Mississippi,153,Wayne,MS,67,"frontier status, population size, poverty, age, population density",31,21291,20.6,27.6,59.9,11.2,1.3,61.4,38.2,0.1,0.2,0.7
28,Mississippi,155,Webster,MS,71,"frontier status, population size, poverty, age, population density",33,10092,18.4,25.2,58.3,14.9,1.6,79.8,19.8,0.2,0.2,1.9
28,Mississippi,157,Wilkinson,MS,66,"frontier status, population size, poverty, age, population density",37,10269,27.9,25.3,61.7,11.3,1.7,29.8,69.9,0.1,0.0,0.4
28,Mississippi,159,Winston,MS,76,"frontier status, population size, poverty, age, population density",38,19870,20.0,25.7,58.5,13.8,2.0,54.7,44.2,0.8,0.1,1.6
28,Mississippi,161,Yalobusha,MS,76,"frontier status, population size, poverty, age, population density",38,13417,19.0,25.6,59.0,13.5,1.9,60.2,39.2,0.2,0.2,1.0
28,Mississippi,163,Yazoo,MS,51,"frontier status, population size, poverty, age, population density",33,28195,27.0,27.5,60.7,10.2,1.6,44.2,54.9,0.2,0.4,5.2
29,Missouri,1,Adair,MO,41,"frontier status, population size, poverty, age",47,24509,15.9,24.1,63.9,10.0,2.0,95.8,1.4,0.3,1.8,1.7
29,Missouri,3,Andrew,MO,57,"frontier status, population size, poverty, age, population density",42,16899,8.3,23.9,62.5,11.6,2.0,98.5,0.6,0.4,0.3,1.2
29,Missouri,5,Atchison,MO,61,"frontier status, population size, poverty, age, population density",32,6246,11.0,22.6,57.5,15.8,4.2,97.3,2.1,0.2,0.3,0.8
29,Missouri,7,Audrain,MO,40,"frontier status, population size, poverty, age",62,25759,13.6,24.8,59.1,13.4,2.6,90.8,7.7,0.3,0.4,1.0
29,Missouri,9,Barry,MO,49,"frontier status, population size, poverty, age, population density",35,35599,14.9,25.5,58.7,14.0,1.8,96.8,0.3,0.9,0.8,6.9
29,Missouri,11,Barton,MO,40,"frontier status, population size, poverty, age",62,13057,12.8,26.1,58.5,12.7,2.7,97.2,0.4,0.8,0.4,1.1
29,Missouri,13,Bates,MO,62,"frontier status, population size, poverty, age, population density",32,17027,13.0,24.6,58.8,13.9,2.7,97.6,0.8,0.5,0.3,1.4
29,Missouri,15,Benton,MO,63,"frontier status, population size, poverty, age, population density",32,18854,14.6,19.1,57.9,20.8,2.2,98.4,0.1,0.5,0.1,1.1
29,Missouri,17,Bollinger,MO,43,"frontier status, population size, poverty, age",57,12325,13.3,23.9,61.2,13.0,1.8,98.2,0.3,0.6,0.2,0.5
29,Missouri,19,Boone,MO,14,"frontier status, population size, poverty, age",40,143326,11.7,24.9,66.1,7.7,1.2,85.9,8.6,0.4,3.2,2.1
29,Missouri,21,Buchanan,MO,24,"frontier status, population size, poverty, age",35,84904,12.3,24.6,60.7,12.2,2.4,93.2,4.5,0.5,0.6,2.5
29,Missouri,23,Butler,MO,35,"frontier status, population size, poverty, age",27,41338,17.0,24.0,59.8,14.3,1.9,92.6,5.1,0.6,0.7,1.3
29,Missouri,25,Caldwell,MO,62,"frontier status, population size, poverty, age, population density",32,9307,11.9,25.9,57.6,13.9,2.6,99.0,0.2,0.2,0.2,0.9
29,Missouri,27,Callaway,MO,28,"frontier status, population size, poverty, age",39,42541,9.8,24.9,64.3,9.4,1.3,92.9,4.9,0.5,0.8,1.1
29,Missouri,29,Camden,MO,30,"frontier status, population size, poverty, age",57,39432,11.7,20.0,60.7,17.8,1.5,98.0,0.4,0.3,0.4,1.4
29,Missouri,31,Cape Girardeau,MO,19,"frontier status, population size, poverty, age",37,71161,11.2,24.0,62.2,11.9,1.9,91.6,5.9,0.4,1.0,1.1
29,Missouri,33,Carroll,MO,43,"frontier status, population size, poverty, age",57,10193,12.8,24.0,57.7,15.2,3.1,97.1,1.9,0.3,0.1,1.0
29,Missouri,35,Carter,MO,74,"frontier status, population size, poverty, age, population density",30,5910,19.4,24.6,59.2,14.4,1.8,96.9,0.1,1.5,0.2,1.2
29,Missouri,37,Cass,MO,45,"frontier status, population size, poverty, age, population density",38,94232,7.4,26.5,61.6,10.6,1.4,94.6,2.8,0.6,0.7,2.9
29,Missouri,39,Cedar,MO,63,"frontier status, population size, poverty, age, population density",32,14160,15.8,23.1,56.3,17.8,2.8,97.4,0.3,0.7,0.6,1.5
29,Missouri,41,Chariton,MO,58,"frontier status, population size, poverty, age, population density",48,8124,10.9,21.1,57.1,17.8,4.0,96.3,3.2,0.2,0.1,0.7
29,Missouri,43,Christian,MO,48,"frontier status, population size, poverty, age, population density",31,67266,9.3,25.7,63.6,9.4,1.2,97.5,0.5,0.5,0.4,1.7
29,Missouri,45,Clark,MO,43,"frontier status, population size, poverty, age",57,7323,12.5,23.6,59.9,14.0,2.4,99.0,0.2,0.3,0.1,0.8
29,Missouri,47,Clay,MO,11,"frontier status, population size, poverty, age",44,202078,6.6,25.9,63.4,9.5,1.2,91.9,4.0,0.5,1.9,4.3
29,Missouri,49,Clinton,MO,57,"frontier status, population size, poverty, age, population density",42,20715,8.6,24.6,61.7,11.9,1.9,96.8,1.5,0.3,0.4,1.4
29,Missouri,51,Cole,MO,17,"frontier status, population size, poverty, age",32,72757,9.0,24.3,64.2,9.8,1.7,87.3,10.2,0.4,1.1,1.7
29,Missouri,53,Cooper,MO,60,"frontier status, population size, poverty, age, population density",48,17294,11.2,23.3,62.4,11.7,2.6,89.6,8.9,0.4,0.4,1.4
29,Missouri,55,Crawford,MO,43,"frontier status, population size, poverty, age",57,23932,14.5,24.7,59.4,14.1,1.8,98.5,0.2,0.4,0.2,1.5
29,Missouri,57,Dade,MO,62,"frontier status, population size, poverty, age, population density",32,7830,13.0,22.3,57.9,17.5,2.3,98.1,0.4,0.6,0.2,1.2
29,Missouri,59,Dallas,MO,43,"frontier status, population size, poverty, age",57,16437,15.3,25.9,59.2,12.8,2.0,97.6,0.2,0.8,0.1,1.6
29,Missouri,61,Daviess,MO,43,"frontier status, population size, poverty, age",57,8121,14.2,26.6,57.3,13.8,2.4,99.2,0.0,0.4,0.3,0.9
29,Missouri,63,DeKalb,MO,63,"frontier status, population size, poverty, age, population density",32,12342,13.5,18.6,68.5,11.0,1.9,87.8,10.3,0.8,0.4,1.2
29,Missouri,65,Dent,MO,75,"frontier status, population size, poverty, age, population density",37,15083,16.0,23.7,58.7,15.1,2.5,97.4,0.4,0.9,0.3,0.8
29,Missouri,67,Douglas,MO,75,"frontier status, population size, poverty, age, population density",37,13594,17.0,23.3,60.4,14.0,2.3,97.1,0.1,1.1,0.2,1.1
29,Missouri,69,Dunklin,MO,36,"frontier status, population size, poverty, age",23,32545,20.5,26.2,58.0,13.6,2.2,89.0,9.4,0.3,0.3,3.9
29,Missouri,71,Franklin,MO,45,"frontier status, population size, poverty, age, population density",38,99090,8.4,25.9,61.7,10.9,1.5,97.8,0.9,0.2,0.3,0.9
29,Missouri,73,Gasconade,MO,55,"frontier status, population size, poverty, age, population density",47,15745,9.7,22.9,58.7,15.7,2.6,98.9,0.2,0.1,0.3,0.8
29,Missouri,75,Gentry,MO,61,"frontier status, population size, poverty, age, population density",32,6555,11.3,24.0,53.9,18.2,3.9,98.7,0.3,0.4,0.5,0.7
29,Missouri,77,Greene,MO,14,"frontier status, population size, poverty, age",40,250784,12.5,23.2,63.0,11.8,2.1,93.9,2.5,0.7,1.3,2.2
29,Missouri,79,Grundy,MO,63,"frontier status, population size, poverty, age, population density",32,10327,14.2,23.6,55.9,17.2,3.3,98.4,0.5,0.5,0.2,2.3
29,Missouri,81,Harrison,MO,61,"frontier status, population size, poverty, age, population density",32,8876,13.3,22.6,56.6,17.2,3.6,98.9,0.2,0.1,0.2,1.3
29,Missouri,83,Henry,MO,63,"frontier status, population size, poverty, age, population density",32,22577,13.3,22.6,58.9,15.7,2.8,97.1,1.1,0.6,0.3,1.2
